planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_radius_earth,planet_mass_earth,planet_mass_jupiter,sy_dist
TOI-169 b,1,Transit,2020,Published Confirmed,0,2.2554477,0.03524,12.172974,251.40353,0.791,407.84
TOI-1691 b,1,Transit,2024,Published Confirmed,0,16.736888935,0.129365,3.66,,,111.445
TOI-1693 b,1,Transit,2022,Published Confirmed,0,1.7666957,0.0226,1.41,,,30.7947
TOI-1694 b,1,Transit,2023,Published Confirmed,0,3.7701389,0.0445,5.27,28.24,0.08885298,124.68
TOI-1694 c,1,Radial Velocity,2023,Published Confirmed,0,386.25,0.974,,316.55709337,0.996,124.68
TOI-1695 b,1,Transit,2022,Published Confirmed,0,3.1342791,0.033548,1.9,6.36,0.0200108,45.1309
TOI-1696 b,1,Transit,2022,Published Confirmed,0,2.500311,0.0229,3.09,48.8,0.15354197,64.9172
TOI-1710 b,1,Transit,2022,Published Confirmed,0,24.28336,0.1652,5.06,19.1,0.06009532,81.2271
TOI-1716.01,1,Transit,2024,Published Confirmed,0,8.082376554,0.080496,3.143,,,104.158
TOI-1718 b,1,Transit,2026,Published Confirmed,0,5.58703768615,,4.10824994,,,52.3044
TOI-172 b,1,Transit,2019,Published Confirmed,0,9.47725,0.0914,10.816685,1722.6386,5.42,342.831
TOI-1722 b,1,Transit,2026,Published Confirmed,0,9.60523206943,,4.38298108,,,136.419
TOI-1723 b,1,Transit,2024,Published Confirmed,0,13.727012643,0.113496,3.435,,,100.727
TOI-1728 b,1,Transit,2020,Published Confirmed,0,3.49151,0.0391,5.05,26.78,0.08425888,60.798
TOI-1732 b,1,Transit,2026,Published Confirmed,0,4.11923678339,,2.49549787,,,74.7599
TOI-1736 b,1,Transit,2023,Published Confirmed,0,7.073076,0.073,3.18175535,12.3,0.03870013,88.9482
TOI-1736 c,1,Radial Velocity,2023,Published Confirmed,0,571.25,1.37,,2441.0,7.68024489,88.9482
TOI-1739 b,1,Transit,2024,Published Confirmed,0,8.303341406,0.073872,1.946,,,70.9819
TOI-1742 b,1,Transit,2024,Published Confirmed,0,21.269084,0.154,2.36507598,9.7,0.03051961,72.8871
TOI-1743 b,1,Transit,2025,Published Confirmed,0,4.266046,0.03589,1.83,,,41.2758
TOI-1744.01,1,Transit,2024,Published Confirmed,0,22.341702927,0.164086,2.68,,,114.39
TOI-1749 b,1,Transit,2021,Published Confirmed,0,2.38839,0.0291,1.39,57.0,0.17934206,99.5561
TOI-1749 c,1,Transit,2021,Published Confirmed,0,4.4929,0.0443,2.12,14.0,0.04404893,99.5561
TOI-1749 d,1,Transit,2021,Published Confirmed,0,9.0497,0.0707,2.52,15.0,0.04719528,99.5561
TOI-1750 b,1,Transit,2026,Published Confirmed,0,11.33727129656,,2.78943837,,,162.46
TOI-1751 b,1,Transit,2024,Published Confirmed,0,37.46852,0.215,2.9507845,19.5,0.06135386,113.335
TOI-1752 b,1,Transit,2026,Published Confirmed,0,0.9351861,0.01624,1.693,,,103.021
TOI-1752 c,1,Transit,2026,Published Confirmed,0,32.71443,0.1614,2.29,,,103.021
TOI-1753 b,1,Transit,2024,Published Confirmed,0,5.3846104,0.059,2.47852533,16.6,0.05222944,226.671
TOI-1756 b,1,Transit,2026,Published Confirmed,0,2.78301736297,,1.94225664,,,86.7159
TOI-1758 b,1,Transit,2024,Published Confirmed,0,20.705074685,0.141409,3.62,,,96.6215
TOI-1759 b,1,Transit,2022,Published Confirmed,0,18.85019,0.1177,3.14,10.8,0.0339806,40.0654
TOI-1768.01,1,Transit,2024,Published Confirmed,0,7.337703649,0.076381,3.453,,,157.597
TOI-1772.01,1,Transit,2024,Published Confirmed,0,8.054246874,0.078375,2.905,,,97.7562
TOI-1774.01,1,Transit,2021,Published Confirmed,0,16.70988,,2.78,8.5,0.02674399,53.974
TOI-1775 b,1,Transit,2024,Published Confirmed,0,10.2405549,0.08,8.04728896,96.0,0.30204978,149.234
TOI-1776 b,1,Transit,2024,Published Confirmed,0,2.799868,0.0378,1.21612741,1.4,0.00440489,44.647
TOI-1777.01,1,Transit,2024,Published Confirmed,0,14.650111974,0.119466,2.246,,,79.7665
TOI-178 b,1,Transit,2021,Published Confirmed,0,1.9145601,,1.2,0.96,0.0030205,62.699
TOI-178 c,1,Transit,2021,Published Confirmed,0,3.238486,,1.754,4.64,0.01459907,62.699
TOI-178 d,1,Transit,2021,Published Confirmed,0,6.557569,,2.695,5.2,0.01636103,62.699
TOI-178 e,1,Transit,2021,Published Confirmed,0,9.96318,,2.301,3.48,0.0109493,62.699
TOI-178 f,1,Transit,2021,Published Confirmed,0,15.23335,,2.417,5.63,0.01771396,62.699
TOI-178 g,1,Transit,2021,Published Confirmed,0,20.71663,,2.939,4.4,0.01384395,62.699
TOI-1782.01,1,Transit,2024,Published Confirmed,0,4.987641028,0.05024,2.368,,,95.2649
TOI-1782.02,1,Transit,2024,Published Confirmed,0,1.829024227,0.025739,1.839,,,95.2649
TOI-1789 b,1,Transit,2021,Published Confirmed,0,3.208664,0.04882,16.14093221,222.4798849,0.7,229.067
TOI-1794 b,1,Transit,2024,Published Confirmed,0,8.765528,0.082,3.29701268,8.7,0.02737326,155.791
TOI-1798.01,1,Transit,2024,Published Confirmed,0,8.021522331,0.074984,2.448,,,113.181
TOI-1798.02,1,Transit,2024,Published Confirmed,0,0.437811822,0.010789,1.464,,,113.181
TOI-1799 b,1,Transit,2024,Published Confirmed,0,7.094570865,0.072502,1.642,,,62.1274
TOI-1801 b,1,Transit,2023,Published Confirmed,0,10.64387,,2.079,5.738,0.01805377,30.6796
TOI-1803 b,1,Transit,2025,Published Confirmed,0,6.293287,0.06,2.99,10.32,0.03247035,119.24
TOI-1803 c,1,Transit,2025,Published Confirmed,0,12.885779,0.097,4.29,8.0,0.02517081,119.24
TOI-1806.01,1,Transit,2024,Published Confirmed,0,15.1454693,0.087735044,3.4095367,,,55.5211
TOI-1807 b,1,Transit,2021,Published Confirmed,0,0.54937097,0.0122,1.49681583,2.44,0.0076771,42.5775
TOI-181 b,1,Transit,2023,Published Confirmed,0,4.532,0.0539,6.9559,46.1687,0.1452,96.2338
TOI-1811 b,1,Transit,2023,Published Confirmed,0,3.7130765,0.04389,11.14172682,308.9292116,0.972,128.23
TOI-1814 b,1,Transit,2026,Published Confirmed,0,6.36861010462,,5.18536642,,,362.522
TOI-1820 b,1,Transit,2022,Published Confirmed,0,4.860674,0.061,12.778238,731.0053361,2.3,248.504
TOI-1823 b,1,Transit,2024,Published Confirmed,0,38.8,0.212,7.5406241,67.4,0.21206412,71.6456
TOI-1824 b,1,Transit,2024,Published Confirmed,0,22.808533,0.151,2.7438269,16.0,0.05034163,59.4314
TOI-1836 b,1,Transit,2024,Published Confirmed,0,20.380799,0.1597,8.00321222,38.45723725,0.121,191.649
TOI-1836 c,1,Transit,2024,Published Confirmed,0,1.7727471,0.03089,2.59987579,8.0,0.02517081,191.649
TOI-1839 b,1,Transit,2026,Published Confirmed,0,1.42378440907,,2.21895097,,,116.086
TOI-1839 c,1,Transit,2026,Published Confirmed,0,4.02393854207,,2.40867246,,,116.086
TOI-1842 b,1,Transit,2021,Published Confirmed,0,9.5739181,0.1,12.3485023,89.4,0.28128386,223.465
TOI-1846 b,1,Transit,2025,Published Confirmed,0,3.9306737,0.03646,1.792,,,47.2496
TOI-1853 b,1,Transit,2023,Published Confirmed,0,1.2436258,0.0213,3.46,73.2,0.23031296,165.105
TOI-1855 b,1,Transit,2024,Published Confirmed,0,1.36414864,0.02398,18.49481816,360.09958513,1.133,176.833
TOI-1859 b,1,Transit,2023,Published Confirmed,0,63.48347,0.337,9.75181321,,,224.385
TOI-1860 b,1,Transit,2022,Published Confirmed,0,1.0662107,0.0204,1.31,,,45.864
TOI-1873 b,1,Transit,2026,Published Confirmed,0,7.00572708834,,2.86356397,,,182.014
TOI-1883 b,1,Transit,2024,Published Confirmed,0,4.508,0.0423,5.65,13.7,0.04310502,115.369
TOI-1898 b,1,Transit,2024,Published Confirmed,0,45.52234,0.269,9.39553231,129.0,0.40587939,79.6682
TOI-1899 b,1,Transit,2020,Published Confirmed,0,29.090312,0.1525,11.09689089,212.94503269,0.67,128.438
TOI-1937 A b,1,Transit,2023,Published Confirmed,0,0.94667944,0.01932,13.97759893,638.83509807,2.01,415.135
TOI-198 b,1,Transit,2023,Published Confirmed,0,10.215213,0.0675,1.36,3.17,0.00997394,23.7262
TOI-199 b,1,Transit,2023,Published Confirmed,0,104.854,0.4254,9.07927437,54.03082919,0.17,102.27
TOI-199 c,1,Transit Timing Variations,2023,Published Confirmed,0,273.69,0.807,,88.99195396,0.28,102.27
TOI-1994 b,1,Transit,2024,Published Confirmed,0,4.0337142,0.0613,13.67495645,7024.0077947,22.1,515.603
TOI-2000 b,1,Transit,2023,Published Confirmed,0,3.09833,0.04271,2.7,11.0,0.0347,175.713
TOI-2000 c,1,Transit,2023,Published Confirmed,0,9.127055,0.0878,8.14,81.7,0.257,175.713
TOI-2005 b,1,Transit,2025,Published Confirmed,0,17.305904,0.16,11.99360935,2034.1018048,6.4,328.475
TOI-201 b,1,Transit,2021,Published Confirmed,0,52.9786,0.303,11.4,164.0,0.51600171,113.825
TOI-201 c,1,Transit Timing Variations,2025,Published Confirmed,0,2890.0,4.37,10.4,4990.0,15.70029579,113.825
TOI-201 d,1,Transit,2026,Published Confirmed,0,5.84889,0.0698,1.39,5.8,0.01824884,113.825
TOI-2010 b,1,Transit,2023,Published Confirmed,0,141.834025,0.5516,11.81426566,408.7273314,1.286,109.19
TOI-2015 b,1,Transit,2023,Published Confirmed,0,3.348237,0.029322,3.309,9.2,0.02894644,47.3444
TOI-2015 c,1,Transit Timing Variations,2025,Published Confirmed,0,5.582796,0.041232,,8.91,0.028034,47.3444
TOI-2018 b,1,Transit,2023,Published Confirmed,0,7.435583,,2.268,9.2,0.02894644,27.9956
TOI-2019 b,1,Transit,2024,Published Confirmed,0,15.3444,0.128,5.33275337,34.4,0.1082345,198.007
TOI-2025 b,1,Transit,2022,Published Confirmed,0,8.8720982,0.0892,11.89272852,1144.1822652,3.6,335.985
TOI-2031 A b,1,Transit,2025,Published Confirmed,0,5.71548654,0.066,14.20177855,254.2627256,0.8,276.105
TOI-2040 b,1,Transit,2026,Published Confirmed,0,3.8608576,0.0473,10.32347122,248.22398587,0.781,144.717
TOI-2046 b,1,Transit,2022,Published Confirmed,0,1.4971842,,16.14093221,731.0053361,2.3,289.668
TOI-2048 b,1,Transit,2022,Published Confirmed,0,13.79019,,2.61,,,116.567
TOI-2049 b,1,Transit,2026,Published Confirmed,0,5.303468,0.06919,16.64533634,486.27746271,1.53,571.487
TOI-205 b,1,Transit,2026,Published Confirmed,0,4.25300773815,,2.50121142,,,177.759
TOI-206 b,1,Transit,2022,Published Confirmed,0,0.7363104,0.0112,1.3,,,47.7465
TOI-2068 b,1,Transit,2024,Published Confirmed,0,7.768915,0.0632,1.821,,,52.9328
TOI-2071 b,1,Transit,2026,Published Confirmed,0,5.67395386982,,2.56484195,,,231.311
TOI-2076 b,1,Transit,2021,Published Confirmed,0,10.35504,0.08781,2.59,6.7,0.02108056,41.9091
TOI-2076 c,1,Transit,2021,Published Confirmed,0,21.01447,0.1407,3.54,7.2,0.02265373,41.9091
TOI-2076 d,1,Transit,2021,Published Confirmed,0,35.12803,0.1982,3.27,7.3,0.02296837,41.9091
TOI-2076 e,1,Transit,2025,Published Confirmed,0,3.0223753,0.03863,1.301,4.7,0.01478785,41.9091
TOI-2081 b,1,Transit,2022,Published Confirmed,0,10.50534,0.0752,2.04,,,62.3446
TOI-2084 b,1,Transit,2023,Published Confirmed,0,6.0784247,0.05006,2.47,,,114.549
TOI-2088 b,1,Transit,2024,Published Confirmed,0,124.72997,0.472,3.6831179,37.0,0.11641502,126.46
TOI-209 b,1,Transit,2026,Published Confirmed,0,4.37943587445,,2.3947209,,,113.387
TOI-2092 b,1,Transit,2026,Published Confirmed,0,4.30325528074,,2.94892961,,,176.759
TOI-2093 b,1,Radial Velocity,2025,Published Confirmed,0,12.836,0.097,,10.6,0.03335133,82.7982
TOI-2093 c,1,Transit,2025,Published Confirmed,0,53.81149,0.257,2.3,15.8,0.04971236,82.7982
TOI-2094 b,1,Transit,2026,Published Confirmed,0,18.793193,0.136,1.9,,,50.0248
TOI-2095 b,1,Transit,2023,Published Confirmed,0,17.66484,0.101,1.25,4.1,0.01290004,41.9176
TOI-2095 c,1,Transit,2023,Published Confirmed,0,28.17232,0.137,1.33,7.4,0.023283,41.9176
TOI-2096 b,1,Transit,2023,Published Confirmed,0,3.1190633,0.025,1.243,,,48.4809
TOI-2096 c,1,Transit,2023,Published Confirmed,0,6.38784,0.04,1.914,,,48.4809
TOI-2104 b,1,Transit,2026,Published Confirmed,0,5.904370457,,1.52898127,,,76.7418
TOI-2107 b,1,Transit,2024,Published Confirmed,0,2.4545467,0.03515,13.57407563,263.79757781,0.83,236.705
TOI-2109 b,1,Transit,2021,Published Confirmed,0,0.67247414,0.01791,15.098497,1595.49860314,5.02,262.041
TOI-2120 b,1,Transit,2024,Published Confirmed,0,5.7998164,0.0377,2.122,6.8,0.02139519,32.1755
TOI-2128 b,1,Transit,2024,Published Confirmed,0,16.34136,0.127,2.08874836,4.5,0.01415858,36.578
TOI-2133 b,1,Transit,2026,Published Confirmed,0,3.8266472,0.041,2.37,,,75.1973
TOI-2134 b,1,Transit,2023,Published Confirmed,0,9.229198,0.07803,2.735,9.37,0.02948132,22.6202
TOI-2134 c,1,Transit,2023,Published Confirmed,0,95.85284,0.3715,7.35,58.3,0.18343231,22.6202
TOI-2136 b,1,Transit,2022,Published Confirmed,0,7.851928,0.057,2.19,6.37,0.02004226,33.3631
TOI-2141 b,1,Transit,2023,Published Confirmed,0,18.261608,0.1322,3.147,20.1,0.06324167,77.682
TOI-2141 c,1,Radial Velocity,2025,Published Confirmed,0,5.4624,0.0585,,6.14,0.0193186,77.682
TOI-2141 d,1,Radial Velocity,2025,Published Confirmed,0,60.45,0.2906,,14.9,0.04688064,77.682
TOI-2145 b,1,Transit,2023,Published Confirmed,0,10.261128,0.1117,12.24020692,1805.26535176,5.68,224.731
TOI-2147 b,1,Transit,2026,Published Confirmed,0,26.20518,0.172,10.5,116.0,0.36497682,282.108
TOI-2152 A b,1,Transit,2023,Published Confirmed,0,3.3773512,0.05064,14.35870428,899.45439181,2.83,303.006
TOI-2154 b,1,Transit,2023,Published Confirmed,0,3.8240801,0.0513,16.28664896,292.40213444,0.92,296.46
TOI-2158 b,1,Transit,2022,Published Confirmed,0,8.60077,0.075,10.76062147,260.61929374,0.82,198.473
TOI-216.01,1,Transit,2019,Published Confirmed,0,34.525528,,10.1,177.98390792,0.56,177.945
TOI-216.02,1,Transit,2019,Published Confirmed,0,17.16073,,8.0,18.75187601,0.059,177.945
TOI-2169 A b,1,Transit,2025,Published Confirmed,0,8.2148282,0.0896,12.50922246,329.58805806,1.037,351.487
TOI-2180 b,1,Transit,2022,Published Confirmed,0,260.79,0.828,11.32107051,875.61726129,2.755,116.685
TOI-2184 b,1,Transit,2022,Published Confirmed,0,6.90683,,11.39953337,206.58846455,0.65,788.317
TOI-2193 A b,1,Transit,2022,Published Confirmed,0,2.1225735,0.03319,19.83989584,298.75870258,0.94,337.064
TOI-2194 b,1,Transit,2023,Published Confirmed,0,15.337597,,1.9892,,,19.5711
TOI-2196 b,1,Transit,2022,Published Confirmed,0,1.1947268,0.02234,3.51,26.0,0.08180515,259.947
TOI-220 b,1,Transit,2021,Published Confirmed,0,10.695264,0.08911,3.03,13.8,0.04341966,90.7402
TOI-2200 b,1,Transit,2026,Published Confirmed,0,2.93602836512,,6.96310517,,,251.245
TOI-2202 b,1,Transit,2021,Published Confirmed,0,11.9126075,,10.95117414,287.31687993,0.904,235.933
TOI-2202 c,1,Transit Timing Variations,2021,Published Confirmed,0,24.6744,0.15544,,117.27868218,0.369,235.933
TOI-2207 b,1,Transit,2022,Published Confirmed,0,8.001968,0.0854,11.1529358,203.41018048,0.64,373.345
TOI-2211.01,1,Transit,2024,Published Confirmed,0,3.092686757,0.04011,1.561,,,70.2932
TOI-2227 b,1,Transit,2026,Published Confirmed,0,4.22175815648,,3.09885187,,,165.441
TOI-2236 b,1,Transit,2022,Published Confirmed,0,3.5315902,0.05009,14.36991326,502.16888306,1.58,355.59
TOI-2257 b,1,Transit,2021,Published Confirmed,0,35.189346,0.145,2.194,,,57.7911
TOI-2260 b,1,Transit,2022,Published Confirmed,0,0.3524728,0.0097,1.62,,,101.251
TOI-2266 b,1,Transit,2024,Published Confirmed,0,2.326318,0.02,1.54,,,51.6004
TOI-2267 b,1,Transit,2025,Published Confirmed,0,2.28909,0.0205,1.0,,,
TOI-2267 c,1,Transit,2025,Published Confirmed,0,3.4950412,0.0263,1.14,,,
TOI-2267 d,1,Transit,2025,Published Confirmed,0,2.0344671,0.0145,1.77,,,
TOI-2274 b,1,Transit,2024,Published Confirmed,0,2.67963,0.05,2.45,,,48.876
TOI-2285 b,1,Transit,2021,Published Confirmed,0,13.635109,,1.77,,,42.409
TOI-2295 b,1,Transit,2024,Published Confirmed,0,30.033302,0.1992,16.47720163,278.09985612,0.875,126.279
TOI-2295 c,1,Radial Velocity,2024,Published Confirmed,0,966.5,2.018,,1783.01736327,5.61,126.279
TOI-2322 b,1,Transit,2025,Published Confirmed,0,11.30717,0.0924,0.994,2.31,0.00726807,59.861
TOI-2322 c,1,Transit,2025,Published Confirmed,0,20.225528,0.1362,1.874,18.1,0.05694897,59.861
TOI-2328 b,1,Transit,2025,Published Confirmed,0,17.10197,0.127,9.97599282,50.85254512,0.16,231.782
TOI-2337 b,1,Transit,2022,Published Confirmed,0,2.99432,,10.08808263,508.5254512,1.6,536.046
TOI-2338 b,1,Transit,2023,Published Confirmed,0,22.65398,0.158,11.2089807,1900.61387386,5.98,313.996
TOI-2345 b,1,Transit,2025,Published Confirmed,0,1.0528573,0.01705,1.504,3.49,0.01098077,81.6541
TOI-2345 c,1,Transit,2025,Published Confirmed,0,21.064302,0.1257,2.451,7.27,0.02287398,81.6541
TOI-2346 b,1,Transit,2025,Published Confirmed,0,3.3312029,0.0473,16.11851425,394.10722468,1.24,437.484
TOI-2364 b,1,Transit,2023,Published Confirmed,0,4.0197517,0.04871,8.60849718,71.51139158,0.225,219.614
TOI-2368 b,1,Transit,2024,Published Confirmed,0,5.1750073,0.05649,10.83908434,206.58846455,0.65,210.915
TOI-237 b,1,Transit,2020,Published Confirmed,0,5.436098,0.0341,1.44,,,38.0749
TOI-237 c,1,Transit,2026,Published Confirmed,0,1.74486147,0.016,1.206,,,38.0749
TOI-2373 b,1,Transit,2023,Published Confirmed,0,13.33668,0.112,10.42435205,2955.8041851,9.3,508.686
TOI-2374 b,1,Transit,2024,Published Confirmed,0,4.3136193,0.04818,7.48759911,61.65871096,0.194,134.655
TOI-2379 b,1,Transit,2024,Published Confirmed,0,5.4693827,0.05263,11.72459381,1830.69162432,5.76,211.247
TOI-238 b,1,Transit,2024,Published Confirmed,0,1.273099,0.0212,1.559,3.37,0.01060321,80.5407
TOI-238 c,1,Radial Velocity,2024,Published Confirmed,0,8.465651,0.0749,2.18,6.7,0.02108056,80.5407
TOI-2382 b,1,Transit,2025,Published Confirmed,0,4.6612061,0.059,12.25141591,235.19302118,0.74,434.92
TOI-2384 b,1,Transit,2024,Published Confirmed,0,2.13570304,0.02793,11.48920522,624.85064816,1.966,191.51
TOI-2406 b,1,Transit,2021,Published Confirmed,0,3.0766891,0.02267,2.86,15.6,0.04908309,55.419
TOI-2407 b,1,Transit,2025,Published Confirmed,0,2.702969,0.033,4.26,,,92.4366
TOI-2411 b,1,Transit,2022,Published Confirmed,0,0.7826942,0.0144,1.68,,,59.5362
TOI-2416 b,1,Transit,2023,Published Confirmed,0,8.275479,0.0831,9.86390302,953.485221,3.0,557.733
TOI-2420 b,1,Transit,2024,Published Confirmed,0,5.842641,0.0684,15.02003414,294.62693329,0.927,435.174
TOI-2421 b,1,Transit,2022,Published Confirmed,0,4.3474032,0.0543,10.36830715,105.83685953,0.333,327.927
TOI-2427 b,1,Transit,2022,Published Confirmed,0,1.3060011,0.0202,1.8,,,28.5147
TOI-2431 b,1,Transit,2026,Published Confirmed,0,0.22419578,0.0063,1.534,6.2,0.01950738,36.0559
TOI-244 b,1,Transit,2023,Published Confirmed,0,7.397225,0.0559,1.52,2.68,0.00843222,22.0337
TOI-2443 b,1,Transit,2023,Published Confirmed,0,15.66858,0.105,2.363,4.8,0.01510249,23.9258
TOI-2445 b,1,Transit,2022,Published Confirmed,0,0.3711281,0.0064,1.25,,,48.582
TOI-2447 b,1,Transit,2024,Published Confirmed,0,69.33684,0.347,9.60609646,124.90656395,0.393,148.987
TOI-2449 b,1,Transit,2025,Published Confirmed,0,106.14468,0.45,11.24,222.0,0.7,156.786
TOI-2453 b,1,Transit,2026,Published Confirmed,0,4.44143463188,,3.24380341,,,81.9043
TOI-2458 b,1,Transit,2024,Published Confirmed,0,3.73659,0.0482,2.83,13.31,0.04187794,112.958
TOI-2458 c,1,Radial Velocity,2024,Published Confirmed,0,16.553,0.129,,10.22,0.03215572,112.958
TOI-2459 b,1,Transit,2023,Published Confirmed,0,19.104718,,2.9531,,,36.6113
TOI-2485 b,1,Transit,2024,Published Confirmed,0,11.23479,0.1093,12.1393261,766.60211768,2.412,397.953
TOI-2497 b,1,Transit,2023,Published Confirmed,0,10.655669,0.1166,11.14172682,1531.93292174,4.82,285.289
TOI-2498 b,1,Transit,2023,Published Confirmed,0,3.738252,0.0491,6.06,34.62,0.1089267,275.265
TOI-251 b,1,Transit,2021,Published Confirmed,0,4.93777,0.05741,2.74,317.83,1.0,99.523
TOI-2518 b,1,Transit,2026,Published Confirmed,0,6.89797425216,,2.26838675,,,160.825
TOI-2524 b,1,Transit,2023,Published Confirmed,0,7.18585,0.073,11.2089807,203.41018048,0.64,438.842
TOI-2525 b,1,Transit,2023,Published Confirmed,0,23.2856,0.1511,8.67575106,26.69758619,0.084,395.398
TOI-2525 c,1,Transit,2023,Published Confirmed,0,49.2519,0.249,10.13291855,208.8132634,0.657,395.398
TOI-2529 b,1,Transit,2024,Published Confirmed,0,64.5949,0.327,11.54525012,743.71847238,2.34,296.271
TOI-2537 b,1,Transit,2024,Published Confirmed,0,94.1022,0.3715,11.25381662,415.40172795,1.307,184.986
TOI-2537 c,1,Radial Velocity,2024,Published Confirmed,0,1920.0,2.78,,2297.89938261,7.23,184.986
TOI-2545 b,1,Transit,2022,Published Confirmed,0,7.994037,,2.75,,,107.118
TOI-2567 b,1,Transit,2022,Published Confirmed,0,5.983944,0.0672,10.92875618,63.88350981,0.201,504.775
TOI-257 b,1,Transit,2021,Published Confirmed,0,18.38818,0.1528,7.16253867,43.86032017,0.138,76.9028
TOI-2570 b,1,Transit,2022,Published Confirmed,0,2.9887615,0.04145,13.64132951,260.61929374,0.82,361.857
TOI-2578 b,1,Transit,2026,Published Confirmed,0,3.4579667,0.0495,19.66055215,167.17774208,0.526,285.53
TOI-2580 b,1,Transit,2024,Published Confirmed,0,3.39775,0.048,17.37392009,200.23189641,0.63,379.253
TOI-2583 A b,1,Transit,2023,Published Confirmed,0,4.5207265,0.0571,14.4595851,79.45710175,0.25,566.189
TOI-2587 A b,1,Transit,2023,Published Confirmed,0,5.45664,0.0635,12.07207221,69.28659273,0.218,373.675
TOI-2589 b,1,Transit,2023,Published Confirmed,0,61.6277,0.3,12.10569916,1112.3994245,3.5,200.273
TOI-260 b,1,Transit,2024,Published Confirmed,0,13.475853,0.0943,1.71,4.23,0.01330907,20.1852
TOI-261.01,1,Transit,2021,Published Confirmed,0,3.3639254,0.034792189,3.0449863,,,114.495
TOI-261.02,1,Transit,2021,TESS Project Candidate,0,13.03935862135,,3.34822227,,,114.495
TOI-262 b,1,Transit,2023,Published Confirmed,0,11.14529,0.163,2.07,,,43.932
TOI-2641 b,1,Transit,2023,Published Confirmed,0,4.880974,0.0607,18.10250383,122.6817651,0.386,344.045
TOI-2654 b,1,Transit,2026,Published Confirmed,0,2.96760425926,,7.94454164,,,248.964
TOI-2669 b,1,Transit,2022,Published Confirmed,0,6.2034,,19.72780603,193.87532827,0.61,393.443
TOI-269 b,1,Transit,2021,Published Confirmed,0,3.6977104,0.0345,2.77,8.8,0.0276879,57.0225
TOI-270 b,1,Transit,2019,Published Confirmed,0,3.35992,,1.28,1.48,0.0046566,22.4793
TOI-270 c,1,Transit,2019,Published Confirmed,0,5.66051,,2.33,6.2,0.01950738,22.4793
TOI-270 d,1,Transit,2019,Published Confirmed,0,11.38194,,2.0,4.2,0.01321468,22.4793
TOI-2714 b,1,Transit,2024,Published Confirmed,0,2.499387,0.036,13.72,228.0,0.71736822,597.873
TOI-2719 b,1,Transit,2025,Published Confirmed,0,3.37594,,5.98,,,588.368
TOI-2768 b,1,Transit,2024,Published Confirmed,0,1.50801,0.027,2.63,,,78.4525
TOI-277 b,1,Transit,2022,Published Confirmed,0,3.994,0.0269,2.65,,,64.6692
TOI-2796 b,1,Transit,2023,Published Confirmed,0,4.8084983,0.0569,17.26183028,139.84449908,0.44,350.343
TOI-2803 A b,1,Transit,2023,Published Confirmed,0,1.96229325,0.03185,18.11371281,309.88269682,0.975,494.818
